Column1,Material,Diameter (nm),Zeta potential (mV),Cell_type,Cancer_cell,Viability (%),Coat,Line_Primary_Cell,Animal,Cell_morphology,Cell_age,Cell_organ,Time (h),Test,Test_indicator,Molecular weight (g/mol),Electronegativity,Element,Ionic radius
567,CeO2,12.50,20.02,HT29,Yes,95.41,0.00,L,human,Epithelial,Adult,colon,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
568,CeO2,4.70,20.02,neuro2A,Yes,84.67,0.00,L,mouse,Neuronal,Adult,brain,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
569,CeO2,12.50,20.02,HT29,Yes,96.65,0.00,L,human,Epithelial,Adult,colon,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
570,CeO2,12.50,20.02,HT29,Yes,98.24,0.00,L,human,Epithelial,Adult,colon,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
571,CeO2,12.50,20.02,HT29,Yes,98.24,0.00,L,human,Epithelial,Adult,colon,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
572,CeO2,12.50,20.02,HT29,Yes,96.12,0.00,L,human,Epithelial,Adult,colon,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
573,CeO2,25.00,20.02,MCF-7,Yes,116.04,0.00,L,human,Epithelial,Adult,breast,24.00,NRU,NeutralRed,172.11,2.67,Ce,1.08
574,CeO2,33.00,20.02,SIRC,No,92.56,0.00,L,rabbit,Fibroblast,Adult,cornea,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
575,CeO2,20.30,20.02,L929,No,103.06,0.00,L,mouse,Fibroblast,Adult,connective tissue,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
576,CeO2,33.00,20.02,SIRC,No,95.77,0.00,L,rabbit,Fibroblast,Adult,cornea,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
577,CeO2,25.00,20.02,HT-1080,Yes,107.02,0.00,L,human,Epithelial,Adult,connective tissue,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
578,CeO2,25.00,20.02,MCF-7,Yes,100.00,0.00,L,human,Epithelial,Adult,breast,24.00,NRU,NeutralRed,172.11,2.67,Ce,1.08
579,CeO2,33.00,20.02,SIRC,No,97.80,0.00,L,rabbit,Fibroblast,Adult,cornea,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
580,CeO2,25.00,20.02,MCF-7,Yes,104.01,0.00,L,human,Epithelial,Adult,breast,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
581,CeO2,25.00,20.02,HT-1080,Yes,102.01,0.00,L,human,Epithelial,Adult,connective tissue,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
582,CeO2,12.50,20.02,HT29,Yes,77.60,0.00,L,human,Epithelial,Adult,colon,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
583,CeO2,25.00,20.02,HT-1080,Yes,99.00,0.00,L,human,Epithelial,Adult,connective tissue,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
584,CeO2,20.30,20.02,L929,No,103.03,0.00,L,mouse,Fibroblast,Adult,areolar tissue,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
585,CeO2,20.30,20.02,L929,No,104.86,0.00,L,mouse,Fibroblast,Adult,areolar tissue,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
586,CeO2,20.30,20.02,L929,No,100.10,0.00,L,mouse,Fibroblast,Adult,areolar tissue,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
587,CeO2,20.30,20.02,L929,No,97.53,0.00,L,mouse,Fibroblast,Adult,areolar tissue,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
588,CeO2,20.30,20.02,L929,No,105.59,0.00,L,mouse,Fibroblast,Adult,areolar tissue,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
589,CeO2,4.70,20.02,neuro2A,Yes,66.80,0.00,L,mouse,Neuronal,Adult,brain,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
590,CeO2,25.00,20.02,MCF-7,Yes,104.05,0.00,L,human,Epithelial,Adult,breast,24.00,NRU,NeutralRed,172.11,2.67,Ce,1.08
591,CeO2,25.00,20.02,MCF-7,Yes,106.02,0.00,L,human,Epithelial,Adult,breast,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
592,CeO2,25.00,20.02,MCF-7,Yes,104.01,0.00,L,human,Epithelial,Adult,breast,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
593,CeO2,20.30,20.02,L929,No,105.86,0.00,L,mouse,Fibroblast,Adult,connective tissue,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
594,CeO2,20.30,20.02,L929,No,100.00,0.00,L,mouse,Fibroblast,Adult,connective tissue,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
595,CeO2,12.50,20.02,HT29,Yes,98.24,0.00,L,human,Epithelial,Adult,colon,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
596,CeO2,25.00,20.02,HT-1080,Yes,107.94,0.00,L,human,Epithelial,Adult,connective tissue,24.00,NRU,NeutralRed,172.11,2.67,Ce,1.08
597,CeO2,33.00,20.02,SIRC,No,97.80,0.00,L,rabbit,Fibroblast,Adult,cornea,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
598,CeO2,25.00,20.02,HT-1080,Yes,111.06,0.00,L,human,Epithelial,Adult,connective tissue,24.00,NRU,NeutralRed,172.11,2.67,Ce,1.08
599,CeO2,25.00,20.02,HT-1080,Yes,114.95,0.00,L,human,Epithelial,Adult,connective tissue,24.00,NRU,NeutralRed,172.11,2.67,Ce,1.08
600,CeO2,20.30,20.02,L929,No,104.97,0.00,L,mouse,Fibroblast,Adult,connective tissue,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
601,CeO2,25.00,20.02,MCF-7,Yes,102.01,0.00,L,human,Epithelial,Adult,breast,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
602,CeO2,33.00,20.02,SIRC,No,95.60,0.00,L,rabbit,Fibroblast,Adult,cornea,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
603,CeO2,4.70,20.02,neuro2A,Yes,67.73,0.00,L,mouse,Neuronal,Adult,brain,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
604,CeO2,4.70,20.02,neuro2A,Yes,75.47,0.00,L,mouse,Neuronal,Adult,brain,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
605,CeO2,4.70,20.02,neuro2A,Yes,74.93,0.00,L,mouse,Neuronal,Adult,brain,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
606,CeO2,4.70,20.02,neuro2A,Yes,82.40,0.00,L,mouse,Neuronal,Adult,brain,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
607,CeO2,20.30,20.02,L929,No,96.94,0.00,L,mouse,Fibroblast,Adult,connective tissue,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
608,CeO2,33.00,20.02,SIRC,No,95.77,0.00,L,rabbit,Fibroblast,Adult,cornea,24.00,MTT,TetrazoliumSalt,172.11,2.67,Ce,1.08
609,Co3O4,200.00,45.31,BEAS-2B,No,90.66,0.00,L,human,Epithelial,Adult,lung,24.00,CellTiterGlo,luciferase,240.80,2.77,Co,0.77
610,Co3O4,200.00,45.31,BEAS-2B,No,97.53,0.00,L,human,Epithelial,Adult,lung,24.00,Live/Dead,TrypanBlue,240.80,2.77,Co,0.77
611,Co3O4,200.00,45.31,BEAS-2B,No,95.21,0.00,L,human,Epithelial,Adult,lung,24.00,CellTiterGlo,luciferase,240.80,2.77,Co,0.77
612,Co3O4,200.00,45.31,BEAS-2B,No,97.90,0.00,L,human,Epithelial,Adult,lung,24.00,Live/Dead,TrypanBlue,240.80,2.77,Co,0.77
613,Co3O4,200.00,45.31,BEAS-2B,No,100.17,0.00,L,human,Epithelial,Adult,lung,24.00,Live/Dead,TrypanBlue,240.80,2.77,Co,0.77
614,Co3O4,200.00,45.31,BEAS-2B,No,88.00,0.00,L,human,Epithelial,Adult,lung,24.00,CellTiterGlo,luciferase,240.80,2.77,Co,0.77
615,Co3O4,200.00,45.31,BEAS-2B,No,84.59,0.00,L,human,Epithelial,Adult,lung,24.00,CellTiterGlo,luciferase,240.80,2.77,Co,0.77
616,Co3O4,200.00,45.31,BEAS-2B,No,79.66,0.00,L,human,Epithelial,Adult,lung,24.00,CellTiterGlo,luciferase,240.80,2.77,Co,0.77
617,Co3O4,200.00,45.31,BEAS-2B,No,78.52,0.00,L,human,Epithelial,Adult,lung,24.00,CellTiterGlo,luciferase,240.80,2.77,Co,0.77
618,Co3O4,200.00,45.31,BEAS-2B,No,96.16,0.00,L,human,Epithelial,Adult,lung,72.00,CellTiterGlo,luciferase,240.80,2.77,Co,0.77
619,Co3O4,78.30,45.31,HepG2,Yes,12.06,0.00,L,human,Epithelial,Adult,liver,48.00,MTT,TetrazoliumSalt,240.80,2.77,Co,0.77
620,Co3O4,200.00,45.31,BEAS-2B,No,86.43,0.00,L,human,Epithelial,Adult,lung,72.00,CellTiterGlo,luciferase,240.80,2.77,Co,0.77
621,Co3O4,200.00,45.31,BEAS-2B,No,68.47,0.00,L,human,Epithelial,Adult,lung,72.00,CellTiterGlo,luciferase,240.80,2.77,Co,0.77
622,Co3O4,200.00,45.31,BEAS-2B,No,93.54,0.00,L,human,Epithelial,Adult,lung,72.00,CellTiterGlo,luciferase,240.80,2.77,Co,0.77
623,Co3O4,200.00,45.31,BEAS-2B,No,97.53,0.00,L,human,Epithelial,Adult,lung,24.00,Live/Dead,TrypanBlue,240.80,2.77,Co,0.77
624,Co3O4,200.00,45.31,BEAS-2B,No,91.10,0.00,L,human,Epithelial,Adult,lung,24.00,Live/Dead,TrypanBlue,240.80,2.77,Co,0.77
625,Co3O4,78.30,45.31,Hepatocytes,No,137.90,0.00,P,catfish,Epithelial,Adult,liver,48.00,MTT,TetrazoliumSalt,240.80,2.77,Co,0.77
626,Co3O4,78.30,45.31,Hepatocytes,No,70.10,0.00,P,catfish,Epithelial,Adult,liver,48.00,MTT,TetrazoliumSalt,240.80,2.77,Co,0.77
627,Co3O4,78.30,45.31,HepG2,Yes,70.64,0.00,L,human,Epithelial,Adult,liver,48.00,MTT,TetrazoliumSalt,240.80,2.77,Co,0.77
628,Co3O4,78.30,45.31,HepG2,Yes,42.38,0.00,L,human,Epithelial,Adult,liver,48.00,MTT,TetrazoliumSalt,240.80,2.77,Co,0.77
629,Co3O4,78.30,45.31,HepG2,Yes,23.97,0.00,L,human,Epithelial,Adult,liver,48.00,MTT,TetrazoliumSalt,240.80,2.77,Co,0.77
630,Co3O4,78.30,45.31,Hepatocytes,No,82.10,0.00,P,catfish,Epithelial,Adult,liver,48.00,MTT,TetrazoliumSalt,240.80,2.77,Co,0.77
631,Co3O4,78.30,45.31,Hepatocytes,No,114.10,0.00,P,catfish,Epithelial,Adult,liver,48.00,MTT,TetrazoliumSalt,240.80,2.77,Co,0.77
632,Co3O4,200.00,45.31,BEAS-2B,No,99.42,0.00,L,human,Epithelial,Adult,lung,24.00,Live/Dead,TrypanBlue,240.80,2.77,Co,0.77
633,Co3O4,200.00,45.31,BEAS-2B,No,98.28,0.00,L,human,Epithelial,Adult,lung,24.00,Live/Dead,TrypanBlue,240.80,2.77,Co,0.77
634,Co3O4,200.00,45.31,BEAS-2B,No,79.32,0.00,L,human,Epithelial,Adult,lung,72.00,CellTiterGlo,luciferase,240.80,2.77,Co,0.77
635,Co3O4,200.00,45.31,BEAS-2B,No,44.15,0.00,L,human,Epithelial,Adult,lung,72.00,CellTiterGlo,luciferase,240.80,2.77,Co,0.77
636,Cu2O,88.50,118.73,A549,Yes,94.41,0.00,L,human,Epithelial,Adult,lung,3.00,NR,toluylene red,143.09,2.41,Cu,0.82
637,Cu2O,88.50,118.73,PMA activated THP-1,Yes,11.85,0.00,L,human,Macrophage,Adult,blood,3.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
638,Cu2O,88.50,118.73,A549,Yes,78.01,0.00,L,human,Epithelial,Adult,lung,3.00,NR,toluylene red,143.09,2.41,Cu,0.82
639,Cu2O,88.50,118.73,A549,Yes,112.80,0.00,L,human,Epithelial,Adult,lung,3.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
640,Cu2O,88.50,118.73,A549,Yes,69.07,0.00,L,human,Epithelial,Adult,lung,3.00,NR,toluylene red,143.09,2.41,Cu,0.82
641,Cu2O,88.50,118.73,A549,Yes,108.32,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
642,Cu2O,88.50,118.73,A549,Yes,101.86,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
643,Cu2O,88.50,118.73,A549,Yes,95.40,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
644,Cu2O,88.50,118.73,A549,Yes,96.40,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
645,Cu2O,88.50,118.73,A549,Yes,67.08,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
646,Cu2O,88.50,118.73,A549,Yes,3.98,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
647,Cu2O,88.50,118.73,PMA activated THP-1,Yes,3.39,0.00,L,human,Macrophage,Adult,blood,3.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
648,Cu2O,88.50,118.73,PMA activated THP-1,Yes,85.08,0.00,L,human,Macrophage,Adult,blood,3.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
649,Cu2O,88.50,118.73,A549,Yes,23.35,0.00,L,human,Epithelial,Adult,lung,24.00,NR,toluylene red,143.09,2.41,Cu,0.82
650,Cu2O,88.50,118.73,A549,Yes,0.00,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
651,Cu2O,88.50,118.73,A549,Yes,107.33,0.00,L,human,Epithelial,Adult,lung,3.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
652,Cu2O,88.50,118.73,A549,Yes,31.30,0.00,L,human,Epithelial,Adult,lung,24.00,NR,toluylene red,143.09,2.41,Cu,0.82
653,Cu2O,88.50,118.73,PMA activated THP-1,Yes,79.15,0.00,L,human,Macrophage,Adult,blood,11.00,NR,toluylene red,143.09,2.41,Cu,0.82
654,Cu2O,88.50,118.73,A549,Yes,20.87,0.00,L,human,Epithelial,Adult,lung,24.00,NR,toluylene red,143.09,2.41,Cu,0.82
655,Cu2O,88.50,118.73,A549,Yes,43.23,0.00,L,human,Epithelial,Adult,lung,24.00,NR,toluylene red,143.09,2.41,Cu,0.82
656,Cu2O,88.50,118.73,A549,Yes,95.40,0.00,L,human,Epithelial,Adult,lung,24.00,NR,toluylene red,143.09,2.41,Cu,0.82
657,Cu2O,88.50,118.73,A549,Yes,3.98,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
658,Cu2O,88.50,118.73,A549,Yes,82.48,0.00,L,human,Epithelial,Adult,lung,24.00,NR,toluylene red,143.09,2.41,Cu,0.82
659,Cu2O,88.50,118.73,A549,Yes,94.41,0.00,L,human,Epithelial,Adult,lung,24.00,NR,toluylene red,143.09,2.41,Cu,0.82
660,Cu2O,88.50,118.73,A549,Yes,96.89,0.00,L,human,Epithelial,Adult,lung,24.00,NR,toluylene red,143.09,2.41,Cu,0.82
661,Cu2O,88.50,118.73,A549,Yes,113.79,0.00,L,human,Epithelial,Adult,lung,3.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
662,Cu2O,88.50,118.73,PMA activated THP-1,Yes,109.21,0.00,L,human,Macrophage,Adult,blood,4.00,NR,toluylene red,143.09,2.41,Cu,0.82
663,Cu2O,88.50,118.73,A549,Yes,77.02,0.00,L,human,Epithelial,Adult,lung,3.00,NR,toluylene red,143.09,2.41,Cu,0.82
664,Cu2O,88.50,118.73,A549,Yes,96.40,0.00,L,human,Epithelial,Adult,lung,3.00,NR,toluylene red,143.09,2.41,Cu,0.82
665,Cu2O,88.50,118.73,A549,Yes,42.73,0.00,L,human,Epithelial,Adult,lung,24.00,NR,toluylene red,143.09,2.41,Cu,0.82
666,Cu2O,88.50,118.73,PMA activated THP-1,Yes,88.04,0.00,L,human,Macrophage,Adult,blood,24.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
667,Cu2O,88.50,118.73,PMA activated THP-1,Yes,93.54,0.00,L,human,Macrophage,Adult,blood,3.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
668,Cu2O,88.50,118.73,PMA activated THP-1,Yes,95.24,0.00,L,human,Macrophage,Adult,blood,24.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
669,Cu2O,88.50,118.73,PMA activated THP-1,Yes,46.98,0.00,L,human,Macrophage,Adult,blood,24.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
670,Cu2O,88.50,118.73,PMA activated THP-1,Yes,31.75,0.00,L,human,Macrophage,Adult,blood,24.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
671,Cu2O,88.50,118.73,PMA activated THP-1,Yes,10.16,0.00,L,human,Macrophage,Adult,blood,24.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
672,Cu2O,88.50,118.73,PMA activated THP-1,Yes,10.16,0.00,L,human,Macrophage,Adult,blood,24.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
673,Cu2O,88.50,118.73,PMA activated THP-1,Yes,5.93,0.00,L,human,Macrophage,Adult,blood,24.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
674,Cu2O,88.50,118.73,PMA activated THP-1,Yes,0.00,0.00,L,human,Macrophage,Adult,blood,24.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
675,Cu2O,88.50,118.73,A549,Yes,94.91,0.00,L,human,Epithelial,Adult,lung,3.00,NR,toluylene red,143.09,2.41,Cu,0.82
676,Cu2O,88.50,118.73,PMA activated THP-1,Yes,83.81,0.00,L,human,Macrophage,Adult,blood,24.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
677,Cu2O,88.50,118.73,PMA activated THP-1,Yes,104.55,0.00,L,human,Macrophage,Adult,blood,3.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
678,Cu2O,88.50,118.73,PMA activated THP-1,Yes,95.24,0.00,L,human,Macrophage,Adult,blood,3.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
679,Cu2O,88.50,118.73,PMA activated THP-1,Yes,84.23,0.00,L,human,Macrophage,Adult,blood,5.00,NR,toluylene red,143.09,2.41,Cu,0.82
680,Cu2O,88.50,118.73,A549,Yes,0.00,0.00,L,human,Epithelial,Adult,lung,3.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
681,Cu2O,88.50,118.73,A549,Yes,13.91,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
682,Cu2O,88.50,118.73,A549,Yes,101.86,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
683,Cu2O,88.50,118.73,A549,Yes,11.43,0.00,L,human,Epithelial,Adult,lung,3.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
684,Cu2O,88.50,118.73,A549,Yes,93.42,0.00,L,human,Epithelial,Adult,lung,3.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
685,Cu2O,88.50,118.73,A549,Yes,110.81,0.00,L,human,Epithelial,Adult,lung,3.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
686,Cu2O,88.50,118.73,A549,Yes,0.00,0.00,L,human,Epithelial,Adult,lung,3.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
687,Cu2O,88.50,118.73,A549,Yes,119.25,0.00,L,human,Epithelial,Adult,lung,3.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
688,Cu2O,88.50,118.73,A549,Yes,54.66,0.00,L,human,Epithelial,Adult,lung,24.00,NR,toluylene red,143.09,2.41,Cu,0.82
689,Cu2O,88.50,118.73,PMA activated THP-1,Yes,93.12,0.00,L,human,Macrophage,Adult,blood,6.00,NR,toluylene red,143.09,2.41,Cu,0.82
690,Cu2O,88.50,118.73,PMA activated THP-1,Yes,106.67,0.00,L,human,Macrophage,Adult,blood,24.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
691,Cu2O,88.50,118.73,PMA activated THP-1,Yes,109.21,0.00,L,human,Macrophage,Adult,blood,3.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
692,Cu2O,88.50,118.73,PMA activated THP-1,Yes,98.20,0.00,L,human,Macrophage,Adult,blood,9.00,NR,toluylene red,143.09,2.41,Cu,0.82
693,Cu2O,88.50,118.73,A549,Yes,94.91,0.00,L,human,Epithelial,Adult,lung,3.00,NR,toluylene red,143.09,2.41,Cu,0.82
694,Cu2O,88.50,118.73,PMA activated THP-1,Yes,92.28,0.00,L,human,Macrophage,Adult,blood,7.00,NR,toluylene red,143.09,2.41,Cu,0.82
695,Cu2O,88.50,118.73,A549,Yes,102.86,0.00,L,human,Epithelial,Adult,lung,3.00,NR,toluylene red,143.09,2.41,Cu,0.82
696,Cu2O,88.50,118.73,A549,Yes,95.90,0.00,L,human,Epithelial,Adult,lung,3.00,NR,toluylene red,143.09,2.41,Cu,0.82
697,Cu2O,88.50,118.73,A549,Yes,103.35,0.00,L,human,Epithelial,Adult,lung,3.00,NR,toluylene red,143.09,2.41,Cu,0.82
698,Cu2O,88.50,118.73,PMA activated THP-1,Yes,13.12,0.00,L,human,Macrophage,Adult,blood,3.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
699,Cu2O,88.50,118.73,PMA activated THP-1,Yes,0.00,0.00,L,human,Macrophage,Adult,blood,3.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
700,Cu2O,88.50,118.73,PMA activated THP-1,Yes,113.02,0.00,L,human,Macrophage,Adult,blood,8.00,NR,toluylene red,143.09,2.41,Cu,0.82
701,Cu2O,88.50,118.73,PMA activated THP-1,Yes,74.07,0.00,L,human,Macrophage,Adult,blood,12.00,NR,toluylene red,143.09,2.41,Cu,0.82
702,Cu2O,88.50,118.73,PMA activated THP-1,Yes,109.63,0.00,L,human,Macrophage,Adult,blood,24.00,NR,toluylene red,143.09,2.41,Cu,0.82
703,Cu2O,88.50,118.73,PMA activated THP-1,Yes,103.70,0.00,L,human,Macrophage,Adult,blood,24.00,NR,toluylene red,143.09,2.41,Cu,0.82
704,Cu2O,88.50,118.73,PMA activated THP-1,Yes,68.15,0.00,L,human,Macrophage,Adult,blood,24.00,NR,toluylene red,143.09,2.41,Cu,0.82
705,Cu2O,88.50,118.73,A549,Yes,0.00,0.00,L,human,Epithelial,Adult,lung,3.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
706,Cu2O,88.50,118.73,PMA activated THP-1,Yes,93.12,0.00,L,human,Macrophage,Adult,blood,24.00,NR,toluylene red,143.09,2.41,Cu,0.82
707,Cu2O,88.50,118.73,PMA activated THP-1,Yes,113.86,0.00,L,human,Macrophage,Adult,blood,3.00,NR,toluylene red,143.09,2.41,Cu,0.82
708,Cu2O,88.50,118.73,PMA activated THP-1,Yes,105.40,0.00,L,human,Macrophage,Adult,blood,3.00,MTT,TetrazoliumSalt,143.09,2.41,Cu,0.82
709,Cu2O,88.50,118.73,PMA activated THP-1,Yes,96.93,0.00,L,human,Macrophage,Adult,blood,10.00,NR,toluylene red,143.09,2.41,Cu,0.82
710,Cu2O,88.50,118.73,PMA activated THP-1,Yes,21.16,0.00,L,human,Macrophage,Adult,blood,24.00,NR,toluylene red,143.09,2.41,Cu,0.82
711,Cu2O,88.50,118.73,PMA activated THP-1,Yes,25.82,0.00,L,human,Macrophage,Adult,blood,24.00,NR,toluylene red,143.09,2.41,Cu,0.82
712,Cu2O,88.50,118.73,PMA activated THP-1,Yes,18.62,0.00,L,human,Macrophage,Adult,blood,24.00,NR,toluylene red,143.09,2.41,Cu,0.82
713,Cu2O,88.50,118.73,PMA activated THP-1,Yes,17.78,0.00,L,human,Macrophage,Adult,blood,24.00,NR,toluylene red,143.09,2.41,Cu,0.82
714,Cu2O,88.50,118.73,PMA activated THP-1,Yes,22.86,0.00,L,human,Macrophage,Adult,blood,24.00,NR,toluylene red,143.09,2.41,Cu,0.82
715,Cu2O,88.50,118.73,PMA activated THP-1,Yes,30.05,0.00,L,human,Macrophage,Adult,blood,24.00,NR,toluylene red,143.09,2.41,Cu,0.82
716,CuO,28.00,-39.67,Hepatocytes,No,67.81,0.00,P,catfish,Epithelial,Adult,liver,48.00,MTT,TetrazoliumSalt,79.55,2.67,Cu,0.82
717,CuO,28.00,-39.67,Hepatocytes,No,89.33,0.00,P,catfish,Epithelial,Adult,liver,48.00,MTT,TetrazoliumSalt,79.55,2.67,Cu,0.82
718,CuO,30.00,-39.67,A549,Yes,103.70,0.00,L,human,Epithelial,Adult,lung,24.00,CCK-8,TetrazoliumSalt,79.55,2.67,Cu,0.82
719,CuO,28.00,-39.67,Hepatocytes,No,48.95,0.00,P,catfish,Epithelial,Adult,liver,48.00,MTT,TetrazoliumSalt,79.55,2.67,Cu,0.82
720,CuO,28.00,-39.67,Hepatocytes,No,90.67,0.00,P,catfish,Epithelial,Adult,liver,48.00,MTT,TetrazoliumSalt,79.55,2.67,Cu,0.82
721,CuO,22.83,-39.67,HepG2,Yes,33.33,0.00,L,human,Epithelial,Adult,liver,24.00,NRU,NeutralRed,79.55,2.67,Cu,0.82
722,CuO,46.30,-39.67,HCMEC,No,96.04,0.00,P,human,Epithelial,Adult,heart,12.00,MTT,TetrazoliumSalt,79.55,2.67,Cu,0.82
723,CuO,46.30,-39.67,HCMEC,No,98.02,0.00,P,human,Epithelial,Adult,heart,12.00,MTT,TetrazoliumSalt,79.55,2.67,Cu,0.82
724,CuO,46.30,-39.67,HCMEC,No,96.07,0.00,P,human,Epithelial,Adult,heart,24.00,MTT,TetrazoliumSalt,79.55,2.67,Cu,0.82
725,CuO,46.30,-39.67,HCMEC,No,95.71,0.00,P,human,Epithelial,Adult,heart,12.00,MTT,TetrazoliumSalt,79.55,2.67,Cu,0.82
726,CuO,46.30,-39.67,HCMEC,No,82.84,0.00,P,human,Epithelial,Adult,heart,12.00,MTT,TetrazoliumSalt,79.55,2.67,Cu,0.82
727,CuO,28.00,-39.67,HepG2,Yes,51.75,0.00,L,human,Epithelial,Adult,liver,48.00,MTT,TetrazoliumSalt,79.55,2.67,Cu,0.82
728,CuO,46.30,-39.67,HCMEC,No,99.01,0.00,P,human,Epithelial,Adult,heart,12.00,MTT,TetrazoliumSalt,79.55,2.67,Cu,0.82
729,CuO,22.83,-39.67,HepG2,Yes,40.16,0.00,L,human,Epithelial,Adult,liver,24.00,NRU,NeutralRed,79.55,2.67,Cu,0.82
730,CuO,28.00,-39.67,HepG2,Yes,38.89,0.00,L,human,Epithelial,Adult,liver,48.00,MTT,TetrazoliumSalt,79.55,2.67,Cu,0.82
